"Date","alt_height_slope","alt_type","side_andes","height","value","sd","type"
"2017-03-16","low_u_east","low","east","u",21.2385185185185,NA,"temp.min"
"2017-03-16","low_u_west","low","west","u",20.7160185185185,NA,"temp.min"
"2017-03-17","high_c_east","high","east","c",17.6981111111111,NA,"temp.min"
"2017-03-17","high_c_west","high","west","c",18.1301587301587,NA,"temp.min"
"2017-03-17","high_u_east","high","east","u",17.8493055555555,NA,"temp.min"
"2017-03-17","high_u_west","high","west","u",18.1745238095238,NA,"temp.min"
"2017-03-17","low_c_east","low","east","c",21.1972222222222,NA,"temp.min"
"2017-03-17","low_c_west","low","west","c",20.9303703703704,NA,"temp.min"
"2017-03-17","low_u_east","low","east","u",21.4412962962963,NA,"temp.min"
"2017-03-17","low_u_west","low","west","u",21.3240740740741,NA,"temp.min"
